,labels
75038,-1
111485,-1
194253,1
166523,-1
3682,-1
105126,-1
116969,-1
5634,0
91761,-1
198016,0
193696,1
8139,-1
32837,-1
51347,-1
33366,-1
157307,1
129306,-1
162386,-1
104966,-1
128407,1
187808,1
103812,0
71047,-1
161184,0
209942,-1
111277,1
23302,-1
212413,0
159103,0
112691,-1
114074,-1
126887,0
81950,-1
158411,-1
149317,-1
36299,1
143117,1
159072,0
208800,-1
111759,-1
187027,0
202832,0
71267,-1
163388,-1
72447,0
13825,-1
215984,-1
75333,0
50837,-1
52484,-1
37358,-1
34349,1
107369,1
175819,-1
92045,0
159226,-1
25428,-1
55702,0
216835,1
135508,-1
119437,0
209240,1
189224,0
153814,-1
23016,-1
208325,-1
207285,1
134961,-1
135022,1
115154,0
83943,-1
31343,-1
172632,-1
112956,1
59965,0
170027,1
1882,-1
203096,1
111836,-1
155819,0
79764,-1
31101,-1
117974,-1
171580,-1
114619,1
7998,0
32146,-1
209479,1
78776,1
200335,1
71245,-1
203041,1
17621,-1
148998,1
102645,1
190048,0
72762,1
63470,1
154880,1
116960,0
29980,1
129541,-1
173739,0
124651,0
179660,1
164849,1
9390,1
63590,-1
80109,1
185571,1
29921,0
202686,-1
31236,-1
146166,0
10017,-1
169987,-1
84303,-1
160193,1
31222,-1
94804,-1
7207,1
113857,1
54139,-1
193146,1
203418,0
149722,1
153233,1
23707,-1
175128,0
159424,-1
57083,-1
140357,1
165190,-1
217878,-1
192390,-1
180181,0
119526,-1
202102,-1
125185,-1
3474,0
35080,-1
45923,1
128118,-1
55189,-1
34842,1
156728,-1
216103,-1
166888,1
142703,-1
115337,0
181274,0
181528,0
182667,1
174620,0
44549,0
150785,-1
201940,1
174619,1
218276,1
135319,0
70637,0
131217,-1
90298,0
193644,-1
86531,-1
85884,0
189922,1
10321,-1
175634,0
178983,-1
45040,-1
17036,0
153762,-1
33532,-1
71171,-1
27091,-1
89092,1
162533,0
136945,-1
216185,-1
141020,1
130872,1
109049,-1
210260,-1
130568,0
86527,-1
139583,-1
96541,-1
139911,-1
37289,0
123613,0
190413,1
105790,-1
29908,0
53595,1
192227,1
31313,1
197900,-1
159317,-1
15730,-1
135769,1
89616,0
27623,0
61426,0
126566,-1
147621,-1
195577,1
179159,-1
12973,0
69126,-1
38319,0
121704,0
4127,1
28855,1
149877,0
146728,-1
187747,0
182769,-1
82675,-1
5327,0
96699,0
198246,-1
216261,1
159242,1
62074,1
37515,0
162704,-1
34328,-1
34712,-1
121774,1
128716,1
122804,1
159000,-1
93296,-1
14262,-1
205548,1
65491,-1
74984,1
112055,-1
3485,0
27224,-1
403,-1
110299,1
166291,-1
7166,-1
213304,-1
217513,1
121501,0
66883,1
107752,0
204273,-1
49985,-1
30226,1
94568,-1
159475,1
176353,-1
63412,0
150044,-1
137840,-1
195318,-1
127744,-1
172784,0
193894,0
193466,-1
78281,1
61939,1
149088,-1
66712,0
1268,-1
122111,-1
163857,-1
63739,0
156277,-1
130037,-1
11884,-1
188364,0
13576,-1
172117,-1
503,-1
99326,0
147434,1
189847,-1
65884,0
154757,1
117290,0
61097,-1
66590,0
90987,0
131755,1
35107,0
52219,1
67879,-1
189813,1
85551,0
184107,0
3769,0
110812,1
115859,1
195424,1
55877,-1
47501,1
178423,0
149407,-1
124157,0
70377,1
72195,0
124063,-1
167814,-1
79654,-1
211577,-1
8058,1
46588,-1
195064,0
57232,-1
8820,0
178633,-1
59351,0
122325,-1
66601,-1
168530,0
22084,1
127351,-1
112489,-1
39760,-1
209758,-1
30837,0
121404,0
25435,1
60306,-1
212571,-1
79619,0
184111,-1
38481,-1
109149,-1
20339,0
93392,-1
205102,-1
50450,0
984,0
195013,-1
78444,1
20063,0
81697,0
15473,1
72006,-1
196401,0
127210,0
34894,0
208530,-1
74536,0
81993,-1
31785,0
195612,-1
79493,1
61311,-1
214482,-1
71507,0
170460,-1
44053,-1
82169,1
129459,0
147322,-1
202141,-1
182508,1
211777,-1
110903,-1
112273,-1
4602,1
1593,-1
127617,0
122594,1
147874,-1
122771,-1
101538,-1
193066,-1
214824,0
141617,1
117891,0
34028,-1
192614,1
183291,0
51716,-1
139940,-1
97021,-1
142285,-1
215367,1
7118,0
83222,-1
204196,-1
148839,0
122146,0
131779,-1
152568,0
107600,1
197529,-1
28845,-1
159951,-1
85587,-1
100822,-1
202139,-1
53406,0
78208,0
145279,-1
41189,0
7227,1
48225,-1
187456,0
12571,0
166651,-1
91178,-1
38022,0
67799,-1
49264,0
108230,-1
203657,-1
178632,-1
203355,1
123515,1
86132,0
41466,1
104613,-1
10071,1
206511,0
62426,0
87053,-1
30508,-1
124190,1
149141,-1
153824,1
109988,0
7997,-1
121154,1
24190,-1
24805,0
151767,1
207380,1
92206,0
60911,0
146087,-1
119410,0
83822,0
208338,0
203238,1
77510,-1
109758,-1
116298,-1
39652,-1
63989,-1
82546,0
109042,1
90672,0
38394,1
157597,0
184751,1
189906,-1
193514,1
15040,0
166455,-1
165415,-1
166940,-1
131877,0
30521,-1
76862,1
117658,-1
80227,0
187099,-1
218487,-1
43766,-1
162347,-1
42769,1
129160,0
68514,-1
10906,1
189892,1
117559,1
132024,1
70958,1
111894,-1
8056,-1
67122,1
177041,-1
111778,0
70223,0
213409,-1
172207,-1
14725,0
85096,-1
80699,1
54628,1
68916,-1
7618,1
192058,-1
110135,0
48028,0
26742,0
147490,-1
111019,-1
128268,1
48695,1
93870,0
47418,-1
182827,-1
69555,1
216852,1
215689,-1
102473,1
166611,-1
126956,0
90211,1
21119,-1
216208,0
189636,-1
110987,1
10111,-1
52175,1
30802,0
98691,1
209134,1
120124,1
82581,0
47679,-1
151191,-1
83060,0
175765,0
181567,-1
170949,-1
33146,-1
184000,0
210604,-1
210460,0
126194,0
115134,1
192397,-1
80391,-1
115924,0
106577,-1
202187,-1
24560,0
57795,0
100065,1
104730,0
77582,-1
49696,-1
19854,1
57518,1
210008,1
41120,0
131728,0
81402,-1
15893,-1
33133,-1
54118,1
171144,-1
219241,0
191470,-1
23691,-1
195269,-1
126251,1
161639,-1
91437,-1
15103,1
141240,-1
90123,-1
149346,-1
215065,-1
210719,-1
6726,1
16036,1
170876,1
19646,0
115857,-1
60357,-1
101347,-1
159355,-1
205589,-1
19680,1
25131,1
2153,-1
4405,0
115468,0
178213,0
107644,-1
78203,1
183958,-1
65101,-1
127953,1
163596,0
19371,0
72777,0
189772,-1
22469,-1
166609,-1
52338,0
191838,0
116544,-1
160674,-1
14698,-1
34303,-1
72279,0
158294,1
14214,-1
205574,-1
41623,-1
19347,1
57868,1
88591,0
22985,0
204972,-1
32872,-1
114166,0
140236,-1
93761,1
70886,1
153736,0
129279,-1
179419,0
186695,1
160813,1
206357,-1
183238,1
203395,-1
163062,0
42089,-1
160493,1
161243,0
156932,-1
94610,-1
16691,-1
166147,1
17445,1
148822,1
186965,-1
156185,1
172542,-1
211462,0
112493,-1
16858,-1
197320,-1
169768,-1
87567,1
111011,0
47391,-1
140009,-1
201527,1
83254,-1
61022,-1
86175,-1
85048,1
141434,0
133968,0
156456,-1
14248,-1
61786,-1
22805,-1
53493,0
85383,-1
123787,-1
194249,0
91838,1
112238,-1
75443,-1
86987,0
100319,-1
155478,-1
132158,-1
209244,-1
45417,-1
177219,-1
186866,-1
20026,-1
133325,-1
29785,0
14470,1
124597,1
12108,-1
131098,-1
97362,-1
92923,-1
69828,-1
163738,-1
149905,1
194449,-1
497,1
24357,1
218415,-1
20032,-1
28660,1
190392,-1
143840,0
143606,1
185350,0
101959,0
64194,0
188252,-1
177422,-1
1971,1
6492,-1
178843,1
138541,-1
30550,1
7114,-1
217461,1
83620,-1
207640,1
154956,-1
198467,-1
30638,-1
76386,1
64065,-1
112042,1
94898,-1
58796,0
44667,-1
89354,-1
186599,-1
49253,1
143133,-1
116135,-1
55011,0
2234,-1
25028,-1
55483,-1
219173,-1
109096,0
111733,-1
21983,-1
128042,0
88448,1
202748,-1
33750,-1
182293,-1
184861,-1
24923,-1
104753,-1
50356,0
59961,1
196603,1
182207,1
38235,0
135394,1
134892,0
123228,0
77848,-1
71420,-1
105652,1
177188,-1
216186,0
104983,1
34726,0
139738,0
38147,1
182962,-1
48486,-1
8152,0
123518,1
93272,-1
146212,-1
114863,0
19104,1
60161,-1
52812,1
109830,-1
161909,-1
18894,-1
38684,0
180272,-1
152791,0
5490,-1
92379,1
178489,-1
21942,1
175759,1
107992,0
81501,1
202791,0
20152,0
70732,-1
70178,1
141996,-1
53907,0
111692,1
64694,-1
142855,-1
42673,-1
135920,-1
104002,-1
126580,-1
119714,0
48637,-1
156426,-1
218026,1
191832,-1
207973,-1
213977,-1
56243,1
159029,-1
57201,-1
123502,1
188132,-1
121314,-1
53475,1
65106,-1
106252,0
13372,0
197766,-1
54523,1
7775,0
92652,-1
80957,1
153844,1
116773,-1
32812,0
32135,1
47689,0
113097,1
189485,0
211298,-1
114069,1
211493,1
11105,0
9564,0
42344,-1
106743,-1
89716,0
133117,-1
71451,-1
176351,0
189058,0
18983,-1
71478,1
154239,-1
116694,-1
35357,-1
84967,0
216592,-1
66514,0
207098,0
134227,1
116774,0
199877,0
100898,0
85176,0
202373,1
93555,-1
107643,0
189018,-1
109958,1
48943,-1
139779,0
163669,1
71095,0
50652,1
12299,-1
148797,-1
131912,-1
203469,0
214580,-1
45181,-1
200999,1
98214,0
172813,0
32350,1
142332,0
94705,-1
205309,-1
38548,1
67294,0
209101,0
203417,1
94747,1
158402,0
121099,0
210133,-1
182233,1
15843,0
219077,0
170235,0
198258,-1
217624,-1
203701,-1
85623,-1
69642,-1
178156,0
181057,0
50727,-1
73677,0
425,1
49620,-1
170165,0
69516,0
216217,1
180338,-1
210909,1
164592,-1
137931,-1
146724,-1
7839,-1
138944,-1
217407,-1
104289,0
49353,0
118273,-1
116416,-1
180079,1
74955,1
197986,0
143579,0
6680,-1
188426,0
169298,-1
21214,-1
150416,0
102015,-1
144921,0
105881,-1
133714,0
118410,1
75511,0
118602,0
212537,1
46923,-1
143438,-1
114039,-1
95983,-1
52557,0
113823,0
88783,1
4428,1
99737,-1
192185,-1
192944,-1
61039,-1
101413,-1
214419,0
183941,-1
10865,-1
93837,1
4357,-1
35518,1
177972,0
198518,-1
101495,0
193574,0
1650,-1
30968,0
70805,-1
132976,-1
65110,1
142707,-1
163821,1
156406,-1
138841,-1
135335,0
127540,0
66026,0
13771,1
85388,-1
144425,-1
54376,-1
102211,0
38754,-1
146710,1
214350,1
18556,1
46316,-1
156281,0
118116,0
172522,1
40094,-1
139555,0
209923,1
189047,-1
181300,-1
184770,-1
65657,-1
17710,-1
16003,-1
161824,-1
157148,0
116830,-1
174892,1
171055,0
64347,-1
164460,1
60335,-1
85770,-1
133919,-1
1147,0
37638,-1
52318,-1
29146,-1
193488,1
203743,-1
6889,0
32588,1
132323,-1
103585,-1
138598,-1
25557,-1
85413,1
178905,1
139293,1
28647,0
144281,-1
214052,-1
173773,-1
191706,-1
14101,1
130328,1
178943,-1
80020,-1
150433,0
124582,-1
152656,-1
52006,-1
209843,-1
73082,-1
194378,1
84647,-1
171801,1
203748,1
197686,-1
193450,-1
187967,-1
180483,-1
208251,0
142079,-1
55813,1
215811,-1
66972,-1
36219,-1
27734,0
213419,-1
39420,-1
169642,0
159966,-1
22857,1
40314,1
77981,0
207584,1
45911,1
86616,-1
200961,-1
23656,1
120742,1
189975,1
52744,0
24265,0
150955,-1
170049,0
136553,-1
51769,-1
134544,-1
29151,-1
71057,-1
48519,0
52133,-1
77948,-1
118456,-1
134469,1
36122,0
29644,-1
126162,1
130007,1
70507,0
74652,1
68657,0
100354,0
79627,-1
133465,-1
68395,0
178559,0
13008,0
178808,-1
191042,-1
153514,-1
77385,1
29654,0
7840,0
47736,-1
156042,-1
67607,-1
218954,-1
117890,0
116722,1
111653,1
147097,-1
65800,-1
22132,-1
178931,1
138580,1
56663,-1
12654,-1
119148,0
107029,1
206101,0
178617,0
9029,1
100523,-1
98895,-1
193666,1
115429,-1
184963,1
28536,-1
135713,1
63588,-1
72739,1
198464,-1
9042,-1
193501,-1
140238,-1
193704,-1
155938,0
100023,0
18327,1
162329,-1
61055,-1
103739,-1
209473,0
39887,-1
110831,1
56123,-1
135555,-1
158020,0
29476,-1
167263,-1
154573,-1
148000,0
137592,-1
197559,1
189283,1
70344,-1
78334,1
205576,-1
52606,-1
39497,-1
114041,0
134734,-1
8560,-1
77213,0
95495,-1
133617,-1
171717,0
129548,-1
127069,1
137125,-1
169730,1
28484,-1
180484,1
204095,1
47897,0
18435,-1
29840,0
185395,-1
113373,-1
53487,0
201672,-1
99066,0
10200,-1
177671,-1
125551,-1
19118,1
214799,-1
193380,1
113661,1
6768,1
147576,1
168474,0
149546,-1
84431,1
170719,1
150715,-1
100840,0
174824,-1
80928,-1
111088,-1
91757,1
92170,0
218287,-1
144780,0
175214,-1
78669,0
80984,0
75642,0
88069,-1
172454,0
112242,1
118268,-1
89964,0
62423,-1
53833,0
11613,1
161643,-1
135721,-1
12893,-1
212799,1
4847,0
65322,1
126995,-1
23036,1
99010,1
199527,-1
94691,-1
82909,1
93406,1
204570,0
128260,0
61544,-1
41920,0
213505,-1
104304,1
173348,-1
135037,-1
12220,1
24209,1
11837,-1
24279,1
189530,-1
116595,-1
116151,-1
30466,1
93242,1
200625,-1
64314,-1
117057,0
128855,-1
77764,-1
216525,0
189373,-1
47156,-1
34262,-1
17173,-1
153098,-1
74116,0
2607,-1
161192,0
161507,0
135552,0
170104,-1
138271,0
204479,1
73130,-1
117920,-1
167812,-1
81721,-1
52904,-1
59235,-1
105118,0
93263,1
122441,-1
172651,0
93099,-1
113881,1
179859,0
110916,1
49316,-1
18156,-1
34032,-1
59485,-1
182316,-1
206165,1
189384,-1
82054,-1
57284,-1
67081,1
27391,0
53379,1
73663,0
202424,-1
167246,1
15515,-1
169397,-1
41969,0
25976,0
132479,0
39365,1
163281,-1
60555,-1
45017,1
28942,0
107542,1
102734,-1
47526,0
43251,-1
57603,-1
134237,0
128237,-1
188158,-1
143540,0
217340,1
127266,-1
125476,0
49769,-1
51988,-1
186915,0
204403,-1
198283,-1
117540,-1
12097,-1
104128,0
168037,1
215218,1
154463,-1
144656,0
124052,1
84944,0
158454,1
144844,-1
143542,-1
41392,1
58949,-1
130551,0
122626,1
71799,-1
188653,-1
133486,-1
122655,0
131315,0
97895,-1
180629,0
82917,-1
125679,-1
214470,-1
55014,-1
188899,0
168185,-1
121257,-1
64385,-1
28972,0
152452,0
64792,0
143802,-1
146823,1
6440,1
61727,-1
196166,1
70412,-1
167744,-1
73876,-1
180177,1
3911,0
214078,0
203158,1
57158,0
104280,-1
160805,0
58456,0
77710,-1
201943,-1
61071,-1
130225,-1
182497,-1
17702,-1
30024,1
87309,-1
145977,0
174708,-1
143209,-1
64777,-1
42521,-1
86846,-1
161514,0
99156,1
23728,-1
170406,0
25319,1
197919,0
5247,-1
19481,0
162181,0
31611,1
58788,-1
203782,0
176344,-1
103541,1
25036,0
52749,0
177977,-1
19139,-1
105885,0
134911,-1
89537,-1
181968,0
134813,-1
100614,-1
97788,1
77863,-1
190218,1
11865,0
48545,-1
27033,0
129133,-1
212690,-1
204105,0
117180,0
140240,-1
60952,-1
132249,-1
156975,0
218291,1
20926,-1
71520,-1
5261,-1
141069,-1
198147,-1
73937,0
70783,1
92686,0
5108,-1
63076,-1
183108,-1
23018,1
169593,-1
7420,1
38557,0
178893,-1
137676,0
138864,0
202302,0
187383,1
165365,-1
214649,1
131730,0
93602,-1
186975,-1
3268,-1
33452,0
94564,1
82506,-1
91676,-1
70009,-1
1026,-1
113631,1
208603,1
188383,1
206102,-1
218427,0
157446,-1
137090,0
100969,-1
57822,-1
102458,1
38508,1
197880,1
61402,-1
212221,-1
79290,0
113032,-1
202605,1
42280,-1
116931,-1
136408,-1
37485,-1
134229,1
25850,-1
153401,-1
216370,-1
2661,1
88935,-1
165082,1
105308,0
210354,-1
107416,-1
103924,-1
122308,1
120015,-1
37423,-1
102632,-1
136179,0
218846,0
118189,-1
130395,1
123439,-1
115686,1
93055,0
3678,1
55818,-1
20646,0
62805,0
8969,1
35902,0
185831,-1
141451,0
120082,-1
212094,1
14219,0
144942,0
132636,1
199672,1
72433,-1
88796,1
19676,-1
146580,-1
198777,0
84940,0
38457,0
57483,1
110580,0
126614,1
118815,1
136977,1
82293,1
114227,0
6162,0
115431,-1
111705,0
144394,-1
170020,1
162895,0
104653,-1
86281,-1
13886,1
36956,0
217713,1
154724,1
141118,-1
171902,-1
57707,0
145828,-1
67537,1
45738,1
180619,1
17870,0
152603,1
89673,0
115423,-1
86901,-1
39621,1
206396,1
19378,0
51274,-1
97687,-1
47114,1
190804,0
132055,-1
66923,1
51746,-1
36003,0
195280,-1
172376,-1
145222,0
23162,0
141518,-1
214060,1
105589,-1
182306,-1
212480,-1
54560,1
34583,-1
7644,0
32907,0
46799,0
214049,0
190509,-1
107777,-1
53250,0
30128,-1
67918,0
152550,1
14703,0
182421,-1
136987,-1
203906,-1
182231,1
110581,0
23830,0
163590,0
90083,1
136509,1
91045,1
202543,-1
8144,0
118360,0
191683,-1
181597,0
61422,-1
152988,-1
13533,0
39348,0
143960,1
62722,-1
95003,-1
178515,-1
5686,1
10721,0
184610,0
1794,-1
121696,-1
88231,1
143745,-1
195767,0
179275,-1
43314,-1
144959,-1
218685,-1
179966,0
210014,-1
25577,0
8867,1
127185,-1
73179,-1
131527,-1
94873,1
208580,0
145206,0
124246,-1
52310,0
26285,1
147368,-1
113500,-1
213413,0
207312,-1
15718,-1
198605,-1
77512,-1
29653,1
176095,0
52088,-1
101337,-1
73159,-1
48343,-1
132685,-1
190154,-1
104136,1
65045,-1
170009,-1
32887,1
196336,-1
28028,1
95822,0
127749,-1
148145,0
105808,1
51826,-1
79866,0
133113,1
86030,0
110709,-1
60447,-1
43348,0
129228,0
9525,-1
66313,-1
153084,0
199353,0
62637,-1
41929,0
147288,-1
153220,0
132817,0
68020,1
116622,1
182319,1
51576,1
65191,1
99009,0
64535,-1
209039,0
50296,1
71241,-1
12061,-1
48390,1
184928,-1
204723,-1
23982,-1
91407,1
164859,-1
86703,-1
182352,1
74243,1
134595,-1
9504,-1
58860,-1
10354,1
58171,1
81299,0
209906,-1
179881,1
119673,-1
69621,-1
136973,1
100313,-1
183869,-1
141076,1
1401,0
55508,0
172544,-1
159943,1
46986,-1
12133,0
139709,-1
163791,-1
161440,1
134883,-1
88760,0
92342,0
202595,1
218035,-1
107136,-1
17757,1
104567,-1
106502,0
91568,-1
157667,0
147883,1
180826,0
160256,-1
36447,-1
84304,-1
179322,0
83889,-1
36200,-1
179718,1
100120,-1
1821,-1
74454,0
144833,-1
21625,1
85031,-1
123376,-1
199979,1
73687,0
132784,-1
193150,-1
155889,-1
4170,-1
8990,-1
82373,1
79176,-1
16642,-1
116170,-1
75253,-1
99928,1
117634,1
209086,-1
109582,-1
117766,1
68633,1
194968,-1
28234,1
134279,-1
176614,-1
97431,1
53034,1
103854,1
75919,0
195567,1
150859,1
210146,0
184416,-1
88015,0
84744,1
198945,1
150258,-1
29097,-1
61336,-1
92198,0
218098,-1
132062,0
69969,-1
9443,0
201565,1
152552,0
218930,1
65658,-1
130120,0
186179,0
35976,-1
34833,-1
133146,0
199740,-1
122652,-1
208076,0
73299,-1
35671,0
80436,1
14472,0
177352,-1
20688,1
174513,0
51651,-1
139494,-1
25940,-1
110629,-1
111930,-1
137100,-1
184663,1
80258,0
209049,1
92139,-1
212684,-1
84905,-1
104602,-1
135510,1
50091,-1
168663,-1
28233,1
36760,0
200101,-1
174683,0
178962,1
152504,0
47634,-1
165834,-1
117379,-1
6645,-1
141869,0
74285,-1
209254,-1
180436,1
108954,0
7589,1
80270,0
132734,-1
127652,-1
28675,1
12629,-1
49031,0
100156,1
40602,-1
20420,1
60019,0
14201,-1
72532,-1
130283,-1
16583,0
138032,0
80085,-1
196012,1
48900,-1
20011,1
55233,-1
192236,1
73635,-1
157583,-1
72593,-1
183977,1
127286,0
211317,-1
218798,0
106243,-1
163626,-1
104445,1
143531,0
188837,1
98197,-1
91762,0
100694,0
34288,-1
112289,1
13531,-1
21068,-1
108051,0
148057,-1
56318,-1
146873,-1
12152,0
10603,-1
64411,1
176447,0
132805,-1
1425,1
65027,0
105520,-1
65324,-1
100029,-1
72470,1
120477,1
53886,0
208815,0
24654,-1
100175,-1
23931,-1
208003,-1
175669,1
117700,0
109508,1
199167,1
18061,-1
172654,-1
55885,1
150771,-1
146257,1
187845,1
164045,0
91199,-1
117884,-1
153554,1
43935,1
170092,-1
2048,1
132432,-1
78593,1
122879,-1
77914,-1
28147,0
175259,-1
90687,0
181016,-1
43324,1
142930,-1
50058,-1
82839,-1
217137,-1
151765,1
38916,-1
110613,-1
47312,1
49565,1
29431,1
135206,-1
165910,0
138049,1
162811,1
218697,-1
109502,1
182118,0
92907,-1
123690,0
205248,-1
85504,-1
10623,-1
179546,-1
125803,1
118818,0
218488,1
148100,-1
37929,0
128890,-1
97167,0
106827,0
139091,-1
94447,-1
133225,0
86467,0
40610,1
216713,-1
198814,-1
4952,0
63728,-1
142631,0
122425,1
77969,0
70379,1
52451,0
196770,0
14263,1
152543,-1
82614,1
89583,-1
93651,-1
167090,-1
165276,-1
147462,0
22792,-1
132221,1
72622,-1
21259,1
60857,-1
95877,1
38380,-1
216413,1
142769,-1
204100,0
168435,1
91965,0
111550,1
125713,0
78014,0
165145,1
118158,1
164251,0
146200,-1
164869,-1
183161,0
72435,-1
6618,0
87030,1
151118,-1
46845,1
75532,-1
170927,0
117124,-1
6011,0
143409,0
154469,0
154850,1
95886,-1
2078,-1
116710,-1
217762,0
174703,-1
45908,-1
89692,0
30185,0
182299,-1
95970,-1
28695,0
106039,0
89450,1
146517,1
168591,-1
180073,1
145130,1
212661,-1
102767,0
101467,-1
87857,0
9802,-1
18580,1
195983,0
14057,0
124737,-1
74266,0
210300,1
130774,0
77599,1
92103,0
149832,1
181253,-1
89129,-1
90468,1
9347,-1
50014,-1
31914,-1
26974,0
6374,1
205131,-1
85768,-1
117911,0
66678,-1
153666,1
207511,-1
145354,-1
76262,-1
67454,0
59418,1
108442,-1
217593,0
201731,0
29197,-1
4721,1
97496,-1
149464,-1
52984,-1
73210,-1
25282,0
150355,0
104944,0
74432,0
192891,-1
127610,1
216250,0
78796,-1
191992,0
63784,1
204785,1
47652,0
217542,0
34936,1
44515,0
1729,1
175729,-1
28593,1
79770,-1
89314,-1
6864,-1
28544,-1
79095,1
53273,-1
144532,-1
24744,0
137675,1
147577,-1
107679,-1
20498,-1
8505,0
61876,0
200718,-1
119652,-1
52879,-1
125560,0
148397,1
68734,-1
10943,-1
200784,1
200472,0
21299,0
172009,-1
650,-1
51566,0
47883,0
207213,0
176558,0
61590,-1
89197,1
42255,-1
34985,-1
200103,0
38353,0
212215,1
131454,-1
166885,0
182943,0
46905,-1
213202,0
11460,-1
5623,1
20522,0
109113,1
2884,-1
208634,1
54994,1
169372,-1
139384,1
165101,1
81746,-1
78340,-1
204309,-1
180597,-1
169031,-1
37448,1
101614,0
208197,0
60594,1
207109,-1
103510,0
89608,-1
175842,-1
166573,-1
56997,-1
127977,-1
94010,0
837,1
206781,-1
25765,0
2752,-1
180399,-1
134210,-1
54012,-1
86679,1
120413,-1
198336,-1
82758,1
68475,-1
174536,-1
72939,1
116465,-1
108312,1
45503,1
134458,0
109470,-1
133507,0
162381,-1
78580,1
93638,1
119849,-1
112591,-1
29378,-1
145484,-1
45024,-1
152780,-1
111184,1
102742,-1
201662,-1
29898,1
51496,0
184723,1
138077,1
93173,1
109899,1
21735,-1
177176,0
89345,-1
59270,-1
34281,0
140382,-1
145602,0
95650,0
63624,-1
198984,0
75315,1
64223,0
82473,0
70628,1
29327,0
41226,0
193431,-1
121834,1
38261,0
131433,-1
203070,0
150089,-1
133374,-1
60650,1
115148,-1
210550,-1
72838,0
108069,1
199187,1
172039,0
151562,-1
144135,0
187750,1
145056,0
37236,-1
109242,1
97185,0
70172,1
169202,0
189753,1
157813,0
75691,0
190383,0
97729,-1
52621,-1
22627,-1
68809,-1
101578,-1
212049,-1
102776,1
66673,1
189767,0
194514,1
153969,-1
163713,-1
8985,-1
98632,-1
74501,1
79363,-1
87490,-1
182137,-1
45419,-1
183369,1
153241,0
15427,-1
45428,-1
217136,-1
177792,-1
187142,-1
58407,0
18440,-1
55331,-1
96411,0
129247,0
108123,1
135026,-1
71447,1
124805,-1
151476,-1
40079,-1
71249,-1
206741,-1
110128,-1
123267,-1
190914,0
88096,-1
141169,-1
213494,-1
171843,-1
200685,-1
147714,-1
149500,-1
66134,-1
143905,1
11395,-1
212883,1
108159,-1
125871,1
56010,-1
138123,-1
141102,-1
198911,-1
30740,1
181575,-1
57314,-1
216708,0
56438,0
75705,1
181756,-1
117819,1
178953,-1
60275,-1
181121,-1
175103,0
60753,-1
110452,-1
116089,0
27057,0
167704,-1
153186,0
21892,-1
204778,0
132749,0
29995,-1
131164,-1
178495,-1
142798,0
58719,-1
106373,-1
44810,-1
119744,-1
193068,0
163903,-1
7553,-1
125645,-1
127661,-1
169069,0
115463,-1
216299,1
2252,0
78740,1
59289,0
181442,-1
35159,0
118193,-1
118755,0
36549,0
7559,1
98074,0
154952,-1
53262,-1
101449,1
157054,-1
38503,0
32857,-1
82481,-1
79247,-1
188049,-1
42809,0
25044,-1
95765,1
90890,-1
32996,-1
131065,-1
191797,0
175464,0
114293,0
213765,1
177237,0
71020,0
5910,0
108841,-1
174036,0
153141,0
33264,1
148453,0
89937,1
130874,1
101850,-1
198454,0
153115,-1
149060,-1
131382,-1
100190,1
152045,1
7111,-1
111554,0
125570,-1
24564,-1
94395,-1
208780,-1
79906,-1
23398,0
172256,1
180559,1
214601,1
66411,1
197293,-1
142349,-1
53796,0
111937,-1
163526,-1
110549,0
197676,-1
92080,1
211930,0
152029,0
51038,-1
114746,-1
163156,0
157137,0
31562,0
164033,0
60313,-1
139956,1
170625,-1
213410,1
16862,0
60967,0
24680,0
47276,-1
88613,-1
17804,-1
46976,1
11973,-1
179307,0
6005,-1
80212,1
106037,0
96311,0
54617,-1
52203,-1
86190,1
193499,0
102346,0
63982,0
69676,-1
69069,1
192893,-1
188514,-1
57245,1
88414,1
52647,0
140020,-1
9251,-1
57000,-1
4638,-1
167102,0
146508,-1
79918,1
134741,-1
88604,0
108889,-1
84360,0
215226,1
130753,0
172504,-1
163497,0
205265,1
205294,1
43394,1
157179,0
192216,0
145511,-1
66116,1
151902,-1
67772,-1
65995,-1
180047,0
184927,1
103227,1
68083,-1
152908,-1
63798,0
181945,-1
117993,-1
176150,-1
40982,-1
92543,-1
113707,0
114778,-1
22622,-1
68052,1
31074,-1
58475,-1
106589,-1
182734,0
117959,0
151064,-1
69891,-1
143947,-1
82662,1
5051,1
31217,0
38365,-1
111178,-1
29184,-1
134866,0
151042,0
92246,-1
201685,0
75210,-1
57253,-1
57110,-1
157326,1
154524,-1
109247,-1
216521,-1
110257,1
107248,-1
58217,0
184612,0
123438,-1
131406,0
73944,1
192545,-1
81,-1
45286,0
7787,-1
177250,-1
204958,-1
209368,-1
217076,-1
143667,-1
89762,-1
43266,-1
108574,-1
185812,-1
213724,0
124648,1
180271,0
111138,0
135186,1
210029,0
114972,0
50469,-1
52940,-1
1066,0
58009,-1
190567,-1
101038,-1
92683,0
172142,0
213729,-1
54339,-1
170723,0
93386,1
25177,1
160492,1
107554,1
72146,0
159772,-1
81572,-1
174758,-1
34055,-1
135422,-1
197803,-1
8190,-1
153206,0
212437,1
200164,1
200706,0
26230,-1
45676,-1
48203,0
2834,0
70774,1
102696,-1
205942,0
30398,1
217557,-1
51086,0
14989,-1
115618,-1
120249,0
205437,0
7636,-1
205406,1
158393,0
189111,1
